ID,GBH_12m,Sex,EthnicAppearance_cleaned,Age,InitialRisk,AccHowKnown,Known 1,Known 2,ProceedingsType,Crimes in pre,Crimes in pre 1,DV in Pre,DV in Pre 1
12105,No,M,Black,41,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,First time charged,0,No,0,No
5605,No,M,Black,41,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
2976,No,M,Black,42,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
3445,No,M,Black,42,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9966,No,M,Black,42,M,Boyfriend of victim,Boy/Girlfriend,Current,Adult caution,0,No,0,No
12570,Yes,M,Black,42,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
819,No,F,Black,42,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
10047,No,F,Black,42,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
5833,No,M,Black,42,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
11581,No,M,Black,42,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
1882,Yes,M,Black,42,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,1,Yes
4400,No,M,Black,43,M,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
6780,No,M,Black,43,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9947,No,F,Black,43,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10763,No,M,Black,43,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11290,No,M,Black,43,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12437,Yes,M,Black,43,H,Boyfriend of victim,Boy/Girlfriend,Current,Second time charged,0,No,0,No
8486,No,M,Black,43,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
12164,No,M,Black,43,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
899,No,M,Black,43,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,2,Yes,1,Yes
3092,No,M,Black,43,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
6444,No,M,Black,43,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6685,No,M,Black,43,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Adult caution,0,No,0,No
10479,Yes,M,Black,43,Unknown,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11444,No,F,Black,43,S,Wife of victim,Partner/Spouse,Current,Adult caution,0,No,0,No
11602,No,M,Black,43,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11946,No,M,Black,43,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12008,No,M,Black,43,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12619,No,M,Black,43,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
3672,No,M,Black,43,S,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,0,No
11948,Yes,M,Black,43,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
149,Yes,M,Black,44,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
149,Yes,M,Black,44,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
1754,No,M,Black,44,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9753,No,M,Black,44,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
9969,No,M,Black,44,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11314,Yes,F,Black,44,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11867,No,M,Black,44,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
814,No,M,Black,44,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
3714,No,M,Black,44,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,0,No
11446,No,M,Black,44,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
2127,No,F,Black,44,S,Girlfriend of victim,Boy/Girlfriend,Current,Postal Charge Requisition,0,No,0,No
3288,No,M,Black,44,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6441,No,M,Black,44,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6767,No,M,Black,44,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
10127,No,F,Black,44,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11436,No,M,Black,44,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11731,No,F,Black,44,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11908,No,M,Black,44,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11567,No,M,Black,44,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
5944,No,M,Black,44,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,1,Yes
5293,No,M,Black,45,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10051,No,M,Black,45,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10198,No,M,Black,45,H,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10986,No,M,Black,45,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11758,No,F,Black,45,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11778,No,M,Black,45,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12188,No,M,Black,45,H,Husband of victim,Partner/Spouse,Current,First time charged,0,No,0,No
12188,No,M,Black,45,H,Husband of victim,Partner/Spouse,Current,First time charged,0,No,0,No
5950,No,F,Black,45,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
5950,No,F,Black,45,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6210,No,F,Black,45,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11327,No,M,Black,45,S,Same Sex Intimate Partner,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
170,No,M,Black,46,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
5921,No,M,Black,46,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
10910,No,M,Black,46,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11088,Yes,M,Black,46,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11572,No,M,Black,46,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12297,No,M,Black,46,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
564,No,M,Black,46,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,1,Yes
8525,No,M,Black,46,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,8,Yes,4,Yes
8525,No,M,Black,46,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,8,Yes,4,Yes
11416,No,M,Black,46,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11237,No,M,Black,46,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
1127,No,M,Black,47,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
1127,No,M,Black,47,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6266,No,M,Black,47,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10313,No,M,Black,47,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10552,No,F,Black,47,H,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11606,No,M,Black,47,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11621,No,F,Black,47,H,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11997,No,M,Black,47,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
233,No,M,Black,47,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,1,Yes
1757,No,M,Black,47,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4121,No,M,Black,47,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
5609,No,M,Black,47,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9796,No,F,Black,47,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11508,No,M,Black,47,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11978,No,M,Black,47,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11982,No,M,Black,47,S,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
160,No,M,Black,48,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
2528,No,F,Black,48,H,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
3336,No,F,Black,48,H,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
3589,No,M,Black,48,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
4354,Yes,M,Black,48,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
8010,Yes,M,Black,48,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9477,No,M,Black,48,M,Common Law Husband of victim,Partner/Spouse,Current,Summons,0,No,0,No
9477,No,M,Black,48,M,Common Law Husband of victim,Partner/Spouse,Current,Summons,0,No,0,No
10568,No,M,Black,48,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10811,No,M,Black,48,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11480,No,M,Black,48,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11709,No,M,Black,48,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
205,No,M,Black,48,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
1608,No,M,Black,48,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
3377,No,M,Black,48,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6382,No,F,Black,48,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6682,No,M,Black,48,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
7588,No,M,Black,48,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
4833,No,M,Black,48,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,1,Yes
2533,No,M,Black,49,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
9691,No,M,Black,49,M,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,1,Yes,0,No
113,No,F,Black,49,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
411,No,M,Black,49,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
3288,No,M,Black,49,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6942,Yes,M,Black,49,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11674,Yes,F,Black,49,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
10615,No,M,Black,49,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
2384,Yes,M,Black,50,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
3228,No,F,Black,50,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
5022,No,M,Black,50,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
5806,No,M,Black,50,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
5969,No,M,Black,50,H,Common Law Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
6827,No,M,Black,50,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7101,No,M,Black,50,H,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
9110,No,M,Black,50,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11777,No,M,Black,50,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12315,No,M,Black,50,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Third and subsequent time charged,0,No,0,No
306,No,M,Black,50,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1308,Yes,M,Black,50,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
5896,No,M,Black,50,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
6615,No,F,Black,50,S,Common Law Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
383,No,M,Black,51,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Postal Charge Requisition,0,No,0,No
7318,No,M,Black,51,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8867,No,M,Black,51,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11869,No,M,Black,51,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12218,No,M,Black,51,M,Ex Husband of victim,Partner/Spouse,Ex,First time charged,0,No,0,No
1800,No,M,Black,51,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
12176,No,F,Black,51,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,First time charged,0,No,0,No
12294,No,F,Black,51,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11411,No,M,Black,52,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12387,Yes,M,Black,52,H,Husband of victim,Partner/Spouse,Current,First time charged,0,No,0,No
743,No,M,Black,52,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,2,Yes,0,No
8418,No,M,Black,52,S,Boyfriend of victim,Boy/Girlfriend,Current,Adult caution,0,No,0,No
10455,No,M,Black,52,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11387,No,F,Black,52,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
501,No,M,Black,53,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1986,No,F,Black,53,H,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
2885,No,M,Black,53,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7637,No,F,Black,53,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
8141,Yes,M,Black,53,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12041,Yes,M,Black,53,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
12237,No,M,Black,53,M,Boyfriend of victim,Boy/Girlfriend,Current,Third and subsequent time charged,0,No,0,No
4591,No,M,Black,53,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,1,Yes
6739,No,M,Black,53,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
10468,No,M,Black,54,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11430,No,M,Black,54,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
5685,No,M,Black,55,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7033,Yes,M,Black,55,H,Civil Partner Same Sex,Partner/Spouse,Current,Charge/further charge,0,No,0,No
8794,No,M,Black,55,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
7203,No,M,Black,55,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
12073,No,F,Black,55,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
12660,Yes,M,Black,55,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
3005,No,M,Black,56,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
553,No,M,Black,56,H,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,1,Yes,0,No
943,No,F,Black,56,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
4734,No,M,Black,56,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
5201,Yes,M,Black,56,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
4938,No,M,Black,57,M,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
12098,No,M,Black,58,M,Boyfriend of victim,Boy/Girlfriend,Current,First time charged,0,No,0,No
1047,No,M,Black,58,S,Boyfriend of victim,Boy/Girlfriend,Current,Postal Charge Requisition,0,No,0,No
1861,Yes,M,Black,59,H,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
9032,No,M,Black,59,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10602,No,M,Black,59,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11410,No,M,Black,59,S,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
2598,No,M,Black,60,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
1909,No,M,Black,62,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Postal Charge Requisition,1,Yes,0,No
1632,No,M,Black,65,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11753,No,M,Black,66,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
11753,No,M,Black,66,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
6924,No,M,Black,67,S,Husband of victim,Partner/Spouse,Current,Adult caution,0,No,0,No
8140,Yes,M,Black,67,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
1610,No,M,Black,68,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12405,Yes,M,Black,69,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,First time charged,0,No,0,No
11980,No,M,Black,70,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11429,No,M,Black,72,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12260,Yes,M,Black,72,S,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
10958,No,F,Black,29,H,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
6161,No,F,Black,31,M,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
709,No,F,Black,32,M,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
7172,No,F,Black,36,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11500,No,M,Black,37,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
9322,No,M,Black,22,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,1,Yes,0,No
2349,No,F,"Chinese, Japanese or SE Asian",29,H,Girlfriend of victim,Boy/Girlfriend,Current,Postal Charge Requisition,1,Yes,0,No
5057,No,M,"Chinese, Japanese or SE Asian",21,M,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
8930,No,M,"Chinese, Japanese or SE Asian",23,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
1222,No,M,"Chinese, Japanese or SE Asian",22,H,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
7067,No,F,"Chinese, Japanese or SE Asian",25,S,Ex Girlfriend of victim,Boy/Girlfriend,Ex,Adult caution,0,No,0,No
6155,No,M,"Chinese, Japanese or SE Asian",28,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
1342,No,M,"Chinese, Japanese or SE Asian",31,M,Ex Boyfriend of victim,Boy/Girlfriend,Ex,Charge/further charge,0,No,0,No
8752,No,M,"Chinese, Japanese or SE Asian",33,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
8752,No,M,"Chinese, Japanese or SE Asian",33,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11935,No,M,"Chinese, Japanese or SE Asian",33,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12269,No,M,"Chinese, Japanese or SE Asian",34,S,Ex Husband of victim,Partner/Spouse,Ex,Third and subsequent time charged,0,No,0,No
7485,No,M,"Chinese, Japanese or SE Asian",35,S,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
6860,No,M,"Chinese, Japanese or SE Asian",37,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
10401,No,F,"Chinese, Japanese or SE Asian",37,S,Common Law Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
1384,No,F,"Chinese, Japanese or SE Asian",39,M,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
11559,No,F,"Chinese, Japanese or SE Asian",40,S,Girlfriend of victim,Boy/Girlfriend,Current,Adult caution,0,No,0,No
7851,No,F,"Chinese, Japanese or SE Asian",43,S,Wife of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
11920,No,F,"Chinese, Japanese or SE Asian",43,S,Girlfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
10751,No,M,"Chinese, Japanese or SE Asian",47,M,Ex Husband of victim,Partner/Spouse,Ex,Charge/further charge,0,No,0,No
1976,Yes,M,"Chinese, Japanese or SE Asian",57,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
12195,Yes,M,"Chinese, Japanese or SE Asian",62,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
1655,Yes,M,"Chinese, Japanese or SE Asian",73,S,Husband of victim,Partner/Spouse,Current,Charge/further charge,0,No,0,No
2859,No,M,"Chinese, Japanese or SE Asian",25,S,Boyfriend of victim,Boy/Girlfriend,Current,Charge/further charge,0,No,0,No
